,Title,Location,Company,Salary,Synopsis,Query,Metro
137,Data Analyst,"Sterling, VA",        US Software & Consulting,None,"            Hold and facilitate test plan/case reviews with cross-functional team members.Interpret data, analyse results using statistical techniques and provide ongoing...",data+analyst,washington+dc
138,Business Data Analyst (NO OPT EADs),"Herndon, VA",        iTEK Solutions,"
                $50 - $55 an hour","            Good general understanding of the data concepts (Data Quality, Data Modeling, etc.). Hands-on data analysis experience, preferably in the secondary mortgage...",data+analyst,washington+dc
139,DATA ANALYST/SPECIALIST - Admitting (Full Time),"Washington, DC 20037 (Foggy Bottom area)",        The George Washington University Hospital,None,            Previous experience with data extraction from clinical information systems. One to three years of statistical data collection and analysis or equivalent...,data+analyst,washington+dc
140,Data Analyst - LNSSI,"Washington, DC",        Risk Solutions,None,"            Some knowledge of Legal, Business or Government data. Provide learning and understanding of product knowledge, customer requirements, and outsourcing efforts to...",data+analyst,washington+dc
141,FOIA Analyst,"Washington, DC",        Wits Solutions,None,"            3 years (Preferred). Release redacted responsive records to the requester, researching and analyzing sensitive classified and controversial data in order to...",data+analyst,washington+dc
142,Data Analyst,"Washington, DC",        WadiTek,None,"            5+ years of experience as a Data Analyst. Complex Data Analysis:. Must be able to perform complex queries, assess data quality and develop data mappings....",data+analyst,washington+dc
143,Product Modeling Analyst,None,        GEICO,None,"                            Statistical Modeling Analyst. Our GEICO Statistical Modeling Analysts earn a starting annual salary between the mid-$60,000s - $70,000 / year....",data+analyst,washington+dc
144,Intelligence Analyst - Entry/Mid-Level,None,        National Security Agency,"
                $45,972 - $73,105 a year","                            Entry is with a high school diploma or GED plus 7 years of relevant experience, or an Associate's degree plus 5 years of relevant experience, or a Bachelor's...",data+analyst,washington+dc
145,Data Analyst,None,        Chenega Corporation,None,                            Perform data entry and metadata entry for electronic documents. Assist Analyst or Government Official in obtaining/collecting all documents/information to...,data+analyst,washington+dc
146,Data Analyst,None,        Callahan & Associates,None,"                            Hands on experience as a data analyst. Maintain data documentation. Assist on projects related to data collection systems, data analytics etc....",data+analyst,washington+dc
147,Data Scientist - Human Capital Analytics,None,        Leidos,None,"                            Review, assess data, identify data deficiencies and recommend solutions for remediation. Demonstrated experience in developing and applying quantitative methods...",data+analyst,washington+dc
148,Industry Analyst,None,        AMT - The Association For Manufacturing Technology,"
                $70,000 a year","                            Statistics and Data Research:. Economics, statistics, survey techniques, data analytics; Master’s degree in business, finance, accounting, statistics or...",data+analyst,washington+dc
149,Data Analyst,"Reston, VA","        Wisetek Providers, Inc.",None,"            Perform any necessary data mapping and data lineage activities, documents information flows. Assist manager in establishing data security guidelines for data...",data+analyst,washington+dc
150,research data analyst/statistician,"Washington, DC",        Outreach Process Partners,None,            Seeking Data Analyst/Statistician with 3+ years of experience in data analysis and research. Prepare dashboards and GIS/map based data visualizations....,data+analyst,washington+dc
151,Customer Service Data Analyst,"Vienna, VA",        SCIIT,None,            Customer Service Analysts are responsible for gathering data and doing research. Customer Service Analysts must know how to conduct research as well as analyze...,data+analyst,washington+dc
152,Data Analyst,"Washington, DC",        WadiTek,None,"            5+ years of experience as a Data Analyst. Complex Data Analysis:. Must be able to perform complex queries, assess data quality and develop data mappings....",data+analyst,washington+dc
153,Data Analyst,"Washington, DC",        SE Solutions,None,"            Measuring your data:. The primary responsibilities for the position are retrieving data, manipulating data, and responding to requests for specific data...",data+analyst,washington+dc
154,Data Analyst,"Washington, DC",        Marcelle Consultants,None,            Proven working experience as a data analyst or business data analyst. Seeking a Data Analyst to perform tasks which may include obtaining data through advanced...,data+analyst,washington+dc
