,Title,Location,Company,Salary,Synopsis
557,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
558,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
559,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
560,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
561,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
562,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
563,"Applied Data Scientist, Enterprise","Washington, DC",        Improbable,None,"            Our applied data scientists are delivery focused, working in diverse technical teams to design, build, deploy and evaluate data models...."
564,Junior Data Scientist,"Herndon, VA",        Radiant Solutions,None,            You will be applying the latest machine learning techniques to extract insights from geospatial data. We are seeking a data scientist for our applied modeling...
565,Chief Data Scientist,"College Park, MD",        U.S. Federal Government,"
                $126,148 - $174,500 a year","            You will be responsible for all enterprise analytics, decision making affecting analytics, directing analytics processes and using analytics to drive innovation..."
566,"Data/Quantitative Analyst - Bethesda, MD","Washington, DC",        Peopletek,None,"            As a Data/Quantitative Analyst, you will collaborate as part of a dynamic multi-disciplinary project team of subject matter experts and clinical specialists on..."
567,Data Scientist Specialist,"Washington, DC",        Public Company Accounting Oversight Board,None,"            In this position, you will be responsible for utilizing your professional experience with machine learning techniques like classification and regression, model..."
568,Data Scientist (Intermediate),"Washington, DC",        GGTI,None,"            (GGTI) seeks a Data Scientist to join its Data Science & Analytics Team. In operations research, applied statistics, Computer Science (data mining, machine..."
